"Key,""Tag ID"",""Client ID"",""Owner ID"",""SKU"",""Site ID"",""Location"",""Description"",""Pick Face"",""Pack Config"",""Origin"",""From Site ID"",""Full Pallet"",""Condition"",""To Site ID"",""Count Needed"",""Status"",""Location Zone"",""Expired"",""Lock Code"",""Qty On Hand"",""Disallow Allocation"",""Tracking Level"",""Qty Allocated"",""Notes"",""Batch ID"",""QC Status"",""Pallet Type"",""Pallet"",""container_id"",""Receipt ID"",""Line ID"",""Receive Date"",""Receive Time"",""Supplier"",""Move Date"",""Move Time"",""Sampling Type"",""Manufacture Date"",""Manufacture Time"",""Specification Code"",""Specification ID"",""Count Date"",""Count Time"",""Expiry Date"",""Expiry Time"",""Beam ID"",""Start Unit"",""End Unit"",""Inventory Created By"",""Pallet Volume"",""Pallet Height"",""Pallet Depth"",""Pallet Width"",""Pallet Weight"",""Entered Height"",""Breakpack Done"",""Pre-Received"",""Rotation ID"",""C&E Consignment ID"",""C&E Invoice Number"",""C&E Receipt Type"",""Originator"",""Originator Reference"",""UCR"",""Country of Originator"",""CWC"",""C&E Duty Stamp ?"",""Document Date"",""Document Time"",""Under Bond?"",""C&E Available Status"",""User Defined Type 1"",""User Defined Type 2"",""User Defined Type 3"",""User Defined Type 4"",""User Defined Type 5"",""User Defined Type 6"",""User Defined Type 7"",""User Defined Type 8"",""User Defined Check 1"",""User Defined Check 2"",""User Defined Check 3"",""User Defined Check 4"",""User Defined Date 1"",""User Defined Time 1"",""User Defined Date 2"",""User Defined Time 2"",""User Defined Date 3"",""User Defined Time 3"",""User Defined Date 4"",""User Defined Time 4"",""User Defined Num 1"",""User Defined Num 2"",""User Defined Num 3"",""User Defined Num 4"",""User Defined Note 1"",""User Defined Note 2"","
"674584419,""RE301225840C"",""BRALGAR"",""VOGEL"",""730002815"",""BRCJM01"",""RECDOCK46"",""DISCO SSD SAMSUNG 240GB MZ 7WD240N/003"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""363801"",""1"",""07/01/2026"",""10:40:01"",""0"",""07/01/2026"",""10:40:01"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"675535214,""RE1812254510C"",""BRALGAR"",""TELECOM"",""910006660"",""BRCJM01"",""RECDOCK46"",""FONTE ALIM 90-240VAC 5VDC"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""580030"",""1"",""08/01/2026"",""16:30:24"",""0"",""08/01/2026"",""16:30:24"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"676089365,""RE070126135C"",""BRSAIC"",""BRSAIC"",""12046605"",""BRCJM01"",""RECDOCK46"",""MDULO INTEGRADO DE CARREGAMENTO DE ALTA E BAIXA T"","""",""9999-SAIC"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026000066"",""72"",""09/01/2026"",""15:51:13"",""S6411411073"",""09/01/2026"",""15:51:13"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"676199200,""RE070126147C"",""BRSAIC"",""BRSAIC"",""11553987"",""BRCJM01"",""RECDOCK46"",""MDULO DE CARPETE DO PAINEL DO CHÃO COMPONENTE TR"","""",""9999-SAIC"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""5"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026000053"",""132"",""09/01/2026"",""18:19:21"",""S6411411073"",""09/01/2026"",""18:19:21"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"676241645,""RE070126112C"",""BRSAIC"",""BRSAIC"",""11571124"",""BRCJM01"",""RECDOCK46"",""MOLA A GS PRESSURIZADO DE AMORTECIMENTO NA ABERT"","""",""9999-SAIC"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""2"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026000066"",""11"",""09/01/2026"",""19:57:06"",""S6411411073"",""09/01/2026"",""19:57:06"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"676666581,""RE301225666C"",""BRALGAR"",""VOGEL"",""910020398"",""BRCJM01"",""RECDOCK46"",""DM4E1 MULTIPLEX E3 4P E1 S II 8000533"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364459"",""1"",""12/01/2026"",""08:37:48"",""0"",""12/01/2026"",""08:37:48"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677343642,""RE1812254436C"",""BRALGAR"",""VOGEL"",""910003717"",""BRCJM01"",""RECDOCK46"",""SFP 1.25G TX1310NM RX1490NM  20KM LC JNP"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364409"",""1"",""13/01/2026"",""11:26:57"",""0"",""13/01/2026"",""11:26:57"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677349407,""RE1812254439C"",""BRALGAR"",""VOGEL"",""910005453"",""BRCJM01"",""RECDOCK46"",""MODEM G440G GPON PLUG NOKIA 3FE55508BA"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""5"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364724"",""1"",""13/01/2026"",""11:35:49"",""0"",""13/01/2026"",""11:35:49"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677504932,""RE1812254480C"",""BRALGAR"",""VOGEL"",""910020488"",""BRCJM01"",""RECDOCK46"",""FONTE 24V 0,8A-MIKROTIK RB 2011"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""2"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364839"",""1"",""13/01/2026"",""15:30:41"",""0"",""13/01/2026"",""15:30:41"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677582150,""RE301225156C"",""BRALGAR"",""VOGEL"",""360014708"",""BRCJM01"",""RECDOCK46"",""CONECTOR OPTICO CAMPO SC/UPC TIPO CLICK"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""11"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364137"",""1"",""13/01/2026"",""17:18:56"",""0"",""13/01/2026"",""17:18:56"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677588725,""RE301225626C"",""BRALGAR"",""VOGEL"",""910000439"",""BRCJM01"",""RECDOCK46"",""CHASSI 800M C841M-4X/K9 BR 003"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364122"",""1"",""13/01/2026"",""17:26:22"",""0"",""13/01/2026"",""17:26:22"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677638043,""REC01012610062"",""BROMODA"",""BROMODA"",""602009988AA"",""BRCJM01"",""RECDOCK46"",""PLUGUEGANCHODEREBOQUE+"","""",""9999-OMODA"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""23"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""1505-1-PG12"",""214"",""13/01/2026"",""18:23:56"",""0"",""13/01/2026"",""18:23:56"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""",""9.6458"","""","""","""","""","""","
"677794807,""RE301225606C"",""BRALGAR"",""TELECOM"",""550002185"",""BRCJM01"",""RECDOCK46"",""BONE ARABE S/ABA PAD ALGAR TELECOM"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""588157"",""1"",""14/01/2026"",""07:31:11"",""0"",""14/01/2026"",""07:31:11"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677795000,""RE1812254410C"",""BRALGAR"",""TELECOM"",""360014644"",""BRCJM01"",""RECDOCK46"",""FIO DE ESPINAR ISOLADO FEI-125 18 AWG"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""588192"",""1"",""14/01/2026"",""07:38:25"",""0"",""14/01/2026"",""07:38:25"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677795053,""RE1812254409C"",""BRALGAR"",""VOGEL"",""360025458"",""BRCJM01"",""RECDOCK46"",""FACAO MATO C/CB PP 18"""""","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""2"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364135"",""1"",""14/01/2026"",""07:40:19"",""0"",""14/01/2026"",""07:40:19"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677795364,""RE1812254403C"",""BRALGAR"",""VOGEL"",""730004379"",""BRCJM01"",""RECDOCK46"",""MODEM G240W GPON F NOKIA 3FE46649BA"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""12"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""364994"",""1"",""14/01/2026"",""07:51:47"",""0"",""14/01/2026"",""07:51:47"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677795449,""RE1812254402C"",""BRALGAR"",""VOGEL"",""360011270"",""BRCJM01"",""RECDOCK46"",""CANETA CONECT 2,5MM JDSU FCBIBC2510"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""4"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365573"",""1"",""14/01/2026"",""07:53:22"",""0"",""14/01/2026"",""07:53:22"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677829454,""RE1812254377C"",""BRALGAR"",""VOGEL"",""910004877"",""BRCJM01"",""RECDOCK46"",""SWITCH ETHERNET EDGECORE ECS4100-12T"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""24"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""18350"",""1"",""14/01/2026"",""10:50:55"",""0"",""14/01/2026"",""10:50:55"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"677962388,""RE2612251742C"",""BRALGAR"",""VOGEL"",""360025706"",""BRCJM01"",""RECDOCK46"",""TERMINAL PINO COBRE ESTANH 2,5MM AZUL"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""4"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365014"",""1"",""14/01/2026"",""13:02:47"",""0"",""14/01/2026"",""13:02:47"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678058101,""RE2612251671C"",""BRALGAR"",""VOGEL"",""360014650"",""BRCJM01"",""RECDOCK46"",""CORDAO OPTICO SM SC/PC SC/PC 2M"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""200"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365587"",""1"",""14/01/2026"",""15:40:54"",""0"",""14/01/2026"",""15:40:54"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678067278,""RE2612251676C"",""BRALGAR"",""TELECOM"",""360003526"",""BRCJM01"",""RECDOCK46"",""SUPORTE DIELET P/CFOA SIMP BASE/PARAF"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""115"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""589362"",""1"",""14/01/2026"",""16:00:11"",""0"",""14/01/2026"",""16:00:11"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678072541,""RE2612251697C"",""BRALGAR"",""VOGEL"",""550002193"",""BRCJM01"",""RECDOCK46"",""BOTINA IND UNI COU HD PT N43"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""5"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""350777"",""1"",""14/01/2026"",""16:07:37"",""0"",""14/01/2026"",""16:07:37"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678082766,""RE2612251699C"",""BRALGAR"",""VOGEL"",""550002300"",""BRCJM01"",""RECDOCK46"",""OCULOS PROT INC PC PC UNI"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""5"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""350777"",""3"",""14/01/2026"",""16:20:45"",""0"",""14/01/2026"",""16:20:45"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678367577,""RE2612251637C"",""BRALGAR"",""VOGEL"",""360025363"",""BRCJM01"",""RECDOCK46"",""CORDAO OPT LC/PC SC/APC SM SIMPLEX 1M"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365599"",""1"",""15/01/2026"",""09:59:58"",""0"",""15/01/2026"",""09:59:58"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678367978,""RE2612251636C"",""BRALGAR"",""VOGEL"",""730001006"",""BRCJM01"",""RECDOCK46"",""CORDAO OPT SIMPLEX SC/APC SC/APC 2M"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365601"",""1"",""15/01/2026"",""10:01:09"",""0"",""15/01/2026"",""10:01:09"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678368336,""RE2612251635C"",""BRALGAR"",""VOGEL"",""360025605"",""BRCJM01"",""RECDOCK46"",""PIGTAIL PVC SC/APC SM 1,5M"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""5"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365649"",""1"",""15/01/2026"",""10:02:26"",""0"",""15/01/2026"",""10:02:26"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678368848,""RE2612251634C"",""BRALGAR"",""TELECOM"",""910002082"",""BRCJM01"",""RECDOCK46"",""CORDAO SM SX 2MM SC/APC SC/APC 3M"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""10"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""591540"",""1"",""15/01/2026"",""10:03:55"",""0"",""15/01/2026"",""10:03:55"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678369236,""RE2612251633C"",""BRALGAR"",""VOGEL"",""360025279"",""BRCJM01"",""RECDOCK46"",""CORDAO OPT SC/PC-LC/PC SM 3MM SIMPL 30M"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365592"",""1"",""15/01/2026"",""10:05:01"",""0"",""15/01/2026"",""10:05:01"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678369659,""RE2612251632C"",""BRALGAR"",""VOGEL"",""730001856"",""BRCJM01"",""RECDOCK46"",""CORDAO SC/APC-LC/APC 10M SM"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365602"",""1"",""15/01/2026"",""10:05:59"",""0"",""15/01/2026"",""10:05:59"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678371756,""RE2612251629C"",""BRALGAR"",""VOGEL"",""360025288"",""BRCJM01"",""RECDOCK46"",""CORDAO OPT SIMPLEX FC/APC LC/UPC 10 M AZ"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365594"",""1"",""15/01/2026"",""10:09:44"",""0"",""15/01/2026"",""10:09:44"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678409698,""RE2612251646C"",""BRALGAR"",""VOGEL"",""910002677"",""BRCJM01"",""RECDOCK46"",""FIREWALL FG60E FORTIGATE 60E BIV"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365666"",""1"",""15/01/2026"",""11:29:17"",""0"",""15/01/2026"",""11:29:17"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678527102,""RE2612251595C"",""BRALGAR"",""VOGEL"",""730002117"",""BRCJM01"",""RECDOCK46"",""CHAVE OPT TPLAS SC/UPC DM962-C DATACOM"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365662"",""1"",""15/01/2026"",""14:13:06"",""0"",""15/01/2026"",""14:13:06"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"678529778,""RE2612251737C"",""BRALGAR"",""VOGEL"",""360003532"",""BRCJM01"",""RECDOCK46"",""TAMPAO FOFO MODUL PEQ 780X580MM"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""10"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365569"",""1"",""15/01/2026"",""14:17:27"",""0"",""15/01/2026"",""14:17:27"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"679477439,""RE2612251587C"",""BRALGAR"",""VOGEL"",""910020376"",""BRCJM01"",""RECDOCK46"",""DIO DISTRIB INT OPT 72FO 19 3U"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365848"",""1"",""17/01/2026"",""12:19:03"",""0"",""17/01/2026"",""12:19:03"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"679762806,""RE2612251528C"",""BRALGAR"",""VOGEL"",""910008177"",""BRCJM01"",""RECDOCK46"",""PLACA CIRC IMP DWDM TN12SC201 HUAWEI"","""",""999-ALGAR"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""365671"",""1"",""19/01/2026"",""07:51:32"",""0"",""19/01/2026"",""07:51:32"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""","""","""","""","""","""","""","""","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
